pmid,source_format,outcome_role,study_design,study_design_llm,study_design_meta,design_disagreement,sample_size,followup,funding,missing_data_handled,strobe_cited,is_interventional_ft,intervention,intervention_intent,trial_registered,registration_id,primary_exposure,exposure_measure,exposure_estimate,exposure_ci,exposure_significant,survival_method,time_varying_covariates,multiplicity_addressed,n_clad_events,n_covariates_in_model,events_per_variable,adjustment_set,n_adjusted,protocol,model,extracted,score_indication_mix,adj_indication_mix,score_procedure,adj_procedure,score_era,adj_era,score_center_structure,adj_center_structure,score_sample_followup,adj_sample_followup,score_donor_type,adj_donor_type,score_evlp,adj_evlp,score_race_ethnicity,adj_race_ethnicity,score_cmv_dr,adj_cmv_dr,score_hla_mismatch,adj_hla_mismatch,score_pre_tx_dsa,adj_pre_tx_dsa,score_de_novo_dsa,adj_de_novo_dsa,score_induction,adj_induction,score_maintenance_is,adj_maintenance_is,score_acr,adj_acr,score_amr,adj_amr,score_pgd,adj_pgd,score_cmv_events,adj_cmv_events,score_resp_viral,adj_resp_viral,score_colonization,adj_colonization,score_gerd,adj_gerd,score_azithromycin,adj_azithromycin,score_telomere,adj_telomere,score_pre_tx_is,adj_pre_tx_is,score_antifibrotic,adj_antifibrotic,score_cni_ipv,adj_cni_ipv,score_cyp3a5,adj_cyp3a5,score_nonhla_ab,adj_nonhla_ab,score_eplet_mm,adj_eplet_mm,score_clad_definition,adj_clad_definition,score_phenotyping,adj_phenotyping,score_nrad_exclusion,adj_nrad_exclusion,score_clad_staging,adj_clad_staging,score_baseline_fev1,adj_baseline_fev1,score_competing_risk,adj_competing_risk,score_followup_censoring,adj_followup_censoring,min_set_met,n_minset,year,era,journal,publisher,country,group_key,is_multicenter_or_registry,design_meta,tier,design_adjudicated,species,clinical,class_intervention,class_intent,evaluates_intervention,study_design_ab,sample_n_ab,study_type,is_interventional,intent_adjudicated,n_adjusted_grounded,model_type,clad_method,n_covariates_clad,clad_covariates,cite_count,rcr,nih_pctl,cites_per_year
16928532,pdf,primary,other,other,,False,80.0,60 days,public_nonprofit,unclear,False,False,,na,unclear,,Sendai virus infection,other,28.63% ± 1.41% versus 18.45% ± 0.39%,,True,none,no,no,,,,,0,"clad-audit v0.7 (2026-08-06): v0.6 + registry design reconciliation (metadata registry overrides LLM, like rct)",gpt-5.6-luna,2026-08-06,not,False,not,False,not,False,partial,False,partial,False,not,False,not,False,not,False,not,False,not,False,partial,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,full,False,not,False,not,False,not,False,na,False,na,False,na,False,na,False,na,False,not,False,not,False,partial,False,partial,False,not,False,not,False,not,False,na,False,na,False,False,0,2006,pre,The Annals of thoracic surgery,Elsevier BV,United States,mohanakumar t|united states,True,,OA,False,animal,False,,na,False,other,,mechanistic_translational,False,False,0,none,none,,,35.0,0.9037085483007344,46.9,1.75
16963685,pdf,primary,prospective_cohort,prospective_cohort,,False,20.0,,unclear,unclear,False,False,,na,unclear,,Gene expression profiling,other,15 genes,,True,none,unclear,no,11.0,,,,0,"clad-audit v0.7 (2026-08-06): v0.6 + registry design reconciliation (metadata registry overrides LLM, like rct)",gpt-5.6-luna,2026-08-12,full,False,not,False,full,False,full,False,partial,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,full,False,partial,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,na,False,not,False,na,False,full,False,partial,False,not,False,full,False,full,False,na,False,na,False,False,2,2006,pre,Chest,Elsevier BV,United States,bhorade sm|united states,False,,Elsevier,False,human,True,,na,False,prospective_cohort,20.0,mechanistic_translational,False,False,0,none,none,,,25.0,0.6151791468030119,34.7,1.25
16969297,pdf,primary,prospective_cohort,prospective_cohort,,False,26.0,,public_nonprofit,unclear,False,False,,na,unclear,,Serum KL-6 level,other,,,True,none,unclear,unclear,8.0,,,,0,"clad-audit v0.7 (2026-08-06): v0.6 + registry design reconciliation (metadata registry overrides LLM, like rct)",gpt-5.6-luna,2026-08-12,full,False,partial,False,not,False,partial,False,partial,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,na,False,na,False,not,False,na,False,full,False,partial,False,partial,False,partial,False,full,False,na,False,na,False,False,0,2006,pre,Transplantation,Ovid Technologies (Wolters Kluwer Health),United States,elidemir o|united states,False,,WoltersKluwer,False,human,True,,na,False,cross_sectional,,mechanistic_translational,False,False,0,none,none,,,17.0,0.4865922748782295,28.4,0.85
17061983,pdf,exclude,other,other,,False,,,mixed,unclear,False,False,,na,unclear,,azithromycin and erythromycin treatment of IL17-stimulated human airway smooth muscle cells,other,,,True,none,no,na,,,,,0,"clad-audit v0.7 (2026-08-06): v0.6 + registry design reconciliation (metadata registry overrides LLM, like rct)",gpt-5.6-luna,2026-08-06,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,partial,False,na,False,na,False,na,False,na,False,na,False,not,False,na,False,partial,False,not,False,not,False,not,False,not,False,na,False,na,False,False,0,2007,pre,American journal of transplantation : official journal of the American Society of Transplantation and the American Society of Transplant Surgeons,Elsevier BV,Belgium,verleden gm|belgium,True,,OA,False,in_vitro,False,Azithromycin / macrolide,na,True,other,,mechanistic_translational,True,False,0,none,none,,,98.0,2.5727542252351148,80.3,5.16
17097497,pdf,primary,retrospective_cohort,retrospective_cohort,,False,276.0,"overall mean ± SE survival or censor was 2,339 ± 117 days",none_stated,unclear,False,False,,na,unclear,,Cytokine gene polymorphisms,HR,3.27,,True,cox_ph,no,yes,126.0,,,,0,"clad-audit v0.7 (2026-08-06): v0.6 + registry design reconciliation (metadata registry overrides LLM, like rct)",gpt-5.6-luna,2026-08-12,not,False,partial,False,full,False,full,False,partial,False,not,False,not,False,full,False,not,False,partial,False,partial,False,not,False,full,False,full,False,partial,False,not,False,not,False,partial,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,full,False,partial,False,full,False,full,False,partial,False,not,False,not,False,False,3,2006,pre,The Journal of heart and lung transplantation : the official publication of the International Society for Heart Transplantation,Elsevier BV,United States,palmer sm|united states,False,,Elsevier,False,human,True,,na,False,retrospective_cohort,78.0,mechanistic_translational,False,False,0,univariable_only,km_logrank,,,22.0,0.6178076996301103,34.8,1.1
17112886,pdf,secondary,prospective_cohort,prospective_cohort,,False,10.0,22.1 ± 9.4 months,public_nonprofit,unclear,False,True,Sirolimus conversion,prevent_clad,unclear,,Conversion from tacrolimus to sirolimus,,,,,none,unclear,unclear,,,,,0,"clad-audit v0.7 (2026-08-06): v0.6 + registry design reconciliation (metadata registry overrides LLM, like rct)",gpt-5.6-luna,2026-08-06,full,False,full,False,not,False,full,False,partial,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,partial,False,full,False,not,False,not,False,not,False,partial,False,not,False,partial,False,not,False,not,False,not,False,not,False,not,False,partial,False,na,False,not,False,na,False,partial,False,partial,False,not,False,partial,False,partial,False,na,False,na,False,False,1,2006,pre,Transplantation proceedings,Elsevier BV,,pafko p|,True,,Elsevier,False,human,True,mTOR inhibitor,na,True,prospective_cohort,10.0,clinical_cohort,True,False,0,none,none,,,9.0,0.296017190163731,18.3,0.45
17134909,pdf,secondary,retrospective_cohort,retrospective_cohort,,False,181.0,,none_stated,unclear,False,False,,na,unclear,,Primary graft dysfunction,HR,2.5,1.3—4.7,True,km_logrank,no,yes,,,,,0,"clad-audit v0.7 (2026-08-06): v0.6 + registry design reconciliation (metadata registry overrides LLM, like rct)",gpt-5.6-luna,2026-08-06,full,False,full,False,full,False,full,False,partial,False,not,False,not,False,not,False,partial,False,not,False,not,False,not,False,full,False,full,False,partial,False,not,False,full,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,partial,False,not,False,not,False,na,False,partial,False,partial,False,not,False,partial,False,partial,False,not,False,not,False,False,3,2007,pre,European journal of cardio-thoracic surgery : official journal of the European Association for Cardio-thoracic Surgery,Oxford University Press (OUP),Denmark,andersen cb|denmark,False,,OA,False,human,True,,na,False,retrospective_cohort,181.0,clinical_cohort,False,False,0,univariable_only,km_logrank,,,50.0,1.5505508266711536,65.4,2.63
17158279,pdf,primary,retrospective_cohort,retrospective_cohort,,False,334.0,The mean duration of observation per patient was 3.7  2.1 years,mixed,unclear,False,False,,na,unclear,,Primary graft dysfunction,other,"RR 1.68, 2.04, 2.61",1.032.7; 1.23.4; 1.54.5,True,cox_ph,yes,no,161.0,4.0,40.2,acr;pgd,2,"clad-audit v0.7 (2026-08-06): v0.6 + registry design reconciliation (metadata registry overrides LLM, like rct)",gpt-5.6-luna,2026-08-12,full,False,full,False,full,False,full,False,partial,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,partial,True,not,False,full,True,not,False,partial,False,not,False,partial,False,not,False,not,False,not,False,not,False,na,False,na,False,not,False,na,False,partial,False,partial,False,not,False,full,False,partial,False,full,False,not,False,False,1,2007,pre,American journal of respiratory and critical care medicine,Oxford University Press (OUP),United States,hachem rr|united states,False,,Other-paywall,False,human,True,,na,False,retrospective_cohort,334.0,clinical_cohort,False,False,2,multivariable,cox_ph,4.0,acute rejection grade A2 or higher;lymphocytic bronchitis grade B2 or higher;CARV infection;PGD,310.0,8.464097630597196,96.7,16.32
17161354,pdf,secondary,retrospective_cohort,retrospective_cohort,,False,70.0,,public_nonprofit,unclear,False,False,immunosuppressive regimens,prevent_clad,unclear,,Immunosuppressive regimen,other,,,True,none,unclear,yes,19.0,,,,0,"clad-audit v0.7 (2026-08-06): v0.6 + registry design reconciliation (metadata registry overrides LLM, like rct)",gpt-5.6-luna,2026-08-06,full,False,full,False,not,False,full,False,partial,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,full,False,full,False,full,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,partial,False,na,False,not,False,na,False,partial,False,partial,False,not,False,partial,False,not,False,na,False,na,False,False,2,2006,pre,International immunopharmacology,Elsevier BV,Italy,fietta am|italy,True,,Elsevier,False,human,True,Maintenance immunosuppression,na,True,cross_sectional,70.0,clinical_cohort,True,False,0,none,none,,,35.0,0.7288625390778933,39.8,1.75
17178336,pdf,descriptor,cross_sectional,cross_sectional,,False,11.0,,unclear,unclear,False,False,,na,unclear,,non-HLA antibody reactivity,,,,,none,unclear,unclear,,,,,0,"clad-audit v0.7 (2026-08-06): v0.6 + registry design reconciliation (metadata registry overrides LLM, like rct)",gpt-5.6-luna,2026-08-12,not,False,not,False,not,False,partial,False,partial,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,na,False,na,False,na,False,na,False,na,False,full,False,na,False,partial,False,partial,False,not,False,partial,False,not,False,na,False,na,False,False,0,2006,pre,The Journal of heart and lung transplantation : the official publication of the International Society for Heart Transplantation,Elsevier BV,Netherlands,van de graaf ea|netherlands,False,,Elsevier,False,human,True,,na,False,prospective_cohort,11.0,mechanistic_translational,False,False,0,none,none,,,17.0,0.4642704826086797,27.3,0.85
17198242,pdf,primary,prospective_cohort,prospective_cohort,,False,40.0,,public_nonprofit,unclear,False,False,,na,unclear,,soluble CD30 (sCD30),other,139.8±10.7 vs. 14.8±2.7 U/ml,,True,none,unclear,unclear,20.0,,,,0,"clad-audit v0.7 (2026-08-06): v0.6 + registry design reconciliation (metadata registry overrides LLM, like rct)",gpt-5.6-luna,2026-08-12,full,False,full,False,full,False,full,False,partial,False,not,False,not,False,full,False,not,False,partial,False,full,False,not,False,not,False,partial,False,full,False,not,False,not,False,partial,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,na,False,not,False,not,False,partial,False,partial,False,partial,False,full,False,partial,False,na,False,na,False,False,3,2006,pre,Transplantation,Ovid Technologies (Wolters Kluwer Health),United States,mohanakumar t|united states,True,,WoltersKluwer,False,human,True,,na,False,prospective_cohort,40.0,mechanistic_translational,False,False,0,none,none,,,17.0,0.4956206869655896,28.9,0.85
17217435,pdf,primary,retrospective_cohort,retrospective_cohort,,False,226.0,"Post-transplant median follow-up in days (and interquartile range) was ... 891, 535–1402 vs. 1021, 575–1430, respectively.",public_nonprofit,yes,False,False,,na,unclear,,CD14 −159 C/T genotype,HR,1.95,1.18–3.22,True,cox_ph,unclear,no,,1.0,,procedure,1,"clad-audit v0.7 (2026-08-06): v0.6 + registry design reconciliation (metadata registry overrides LLM, like rct)",gpt-5.6-luna,2026-08-06,full,False,full,True,full,False,full,False,full,False,not,False,not,False,full,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,na,False,na,False,not,False,na,False,full,False,partial,False,not,False,partial,False,partial,False,not,False,partial,False,False,0,2007,pre,American journal of transplantation : official journal of the American Society of Transplantation and the American Society of Transplant Surgeons,Elsevier BV,United States,schwartz da|united states,False,,OA,False,human,True,,na,False,other,226.0,mechanistic_translational,False,False,3,multivariable,cox_ph,2.0,"CD14 TT (vs. CT, CC);Transplant (bilateral)",58.0,1.4428288746025515,63.0,3.05
17234904,pdf,primary,prospective_cohort,prospective_cohort,,False,65.0,"median follow-up was 1,249 days (range, 92–1,947 d)",public_nonprofit,unclear,False,False,,na,unclear,,"Exhaled NO, exhaled CO, and helium slope",other,,,True,none,unclear,unclear,25.0,,,,0,"clad-audit v0.7 (2026-08-06): v0.6 + registry design reconciliation (metadata registry overrides LLM, like rct)",gpt-5.6-luna,2026-08-12,not,False,full,False,full,False,not,False,full,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,na,False,na,False,na,False,not,False,na,False,not,False,na,False,partial,False,partial,False,not,False,full,False,full,False,na,False,na,False,False,0,2007,pre,American journal of respiratory and critical care medicine,Oxford University Press (OUP),Belgium,estenne m|belgium,False,,Other-paywall,False,human,True,,na,False,prospective_cohort,65.0,mechanistic_translational,False,False,0,none,none,,,45.0,1.5498054116945237,65.4,2.37
17258154,pdf,exclude,other,other,,False,140.0,maximum follow-up of almost 10 years,none_stated,yes,False,False,,na,unclear,,bronchiolitis obliterans syndrome,other,,,True,other,unclear,unclear,,,,,0,"clad-audit v0.7 (2026-08-06): v0.6 + registry design reconciliation (metadata registry overrides LLM, like rct)",gpt-5.6-luna,2026-08-12,full,False,full,False,full,False,full,False,partial,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,partial,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,na,False,na,False,na,False,not,False,na,False,not,False,na,False,full,False,partial,False,not,False,partial,False,partial,False,na,False,na,False,False,1,2007,pre,The Journal of heart and lung transplantation : the official publication of the International Society for Heart Transplantation,Elsevier BV,Netherlands,tenvergert em|netherlands,False,,Elsevier,False,human,True,,na,False,other,140.0,clinical_cohort,False,False,0,none,none,,,41.0,1.3705216862168337,61.3,2.16
17258592,pdf,descriptor,retrospective_cohort,retrospective_cohort,,False,467.0,median follow-up of 25 months (range 0-136 months),unclear,unclear,False,False,,na,unclear,,donor age ≥60 years,,,,,km_logrank,unclear,unclear,,,,,0,"clad-audit v0.7 (2026-08-06): v0.6 + registry design reconciliation (metadata registry overrides LLM, like rct)",gpt-5.6-luna,2026-08-06,full,False,full,False,full,False,full,False,full,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,partial,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,na,False,na,False,not,False,na,False,partial,False,partial,False,not,False,partial,False,not,False,not,False,partial,False,False,0,2007,pre,The Journal of thoracic and cardiovascular surgery,Elsevier BV,Canada,keshavjee s|canada,False,,OA,False,human,True,,na,False,retrospective_cohort,467.0,clinical_cohort,False,False,0,none,none,,,75.0,2.1939476450146485,76.1,3.95
17258598,pdf,exclude,other,other,,False,42.0,postoperative day 7,unclear,unclear,False,True,Inhaled tacrolimus,prevent_clad,unclear,,Inhaled tacrolimus,other,,,,none,unclear,unclear,,,,,0,"clad-audit v0.7 (2026-08-06): v0.6 + registry design reconciliation (metadata registry overrides LLM, like rct)",gpt-5.6-luna,2026-08-06,not,False,not,False,not,False,not,False,partial,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,na,False,na,False,na,False,not,False,na,False,not,False,na,False,not,False,not,False,not,False,not,False,not,False,na,False,na,False,False,0,2007,pre,The Journal of thoracic and cardiovascular surgery,Elsevier BV,Japan,nakashima m|japan,True,,OA,False,animal,False,Inhaled immunosuppression,prevention,True,other,,mechanistic_translational,True,False,0,none,none,,,17.0,0.6369425904622236,35.7,0.89
17264811,pdf,primary,retrospective_cohort,retrospective_cohort,,False,62.0,,public_nonprofit,unclear,False,False,,na,unclear,,Early posttransplant inflammatory chemokine and cytokine levels,,,,True,km_logrank,no,yes,31.0,,,,0,"clad-audit v0.7 (2026-08-06): v0.6 + registry design reconciliation (metadata registry overrides LLM, like rct)",gpt-5.6-luna,2026-08-12,full,False,full,False,full,False,full,False,partial,False,not,False,not,False,full,False,not,False,partial,False,not,False,partial,False,not,False,partial,False,partial,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,na,False,not,False,not,False,full,False,partial,False,not,False,partial,False,partial,False,partial,False,partial,False,False,3,2007,pre,Transplantation,Ovid Technologies (Wolters Kluwer Health),United States,mohanakumar t|united states,True,,WoltersKluwer,False,human,True,,na,False,other,,mechanistic_translational,False,False,0,univariable_only,km_logrank,,,113.0,2.8239471837108012,82.6,5.95
17275507,pdf,secondary,prospective_cohort,prospective_cohort,,False,25.0,"Follow up (months)–median (minimum, maximum) 39 (0, 46) 18 (0, 31)",public_nonprofit,unclear,False,True,Daclizumab versus antithymocyte globulin induction therapy,prevent_clad,unclear,,Induction therapy with ATG versus daclizumab,,,,False,km_logrank,no,no,,,,,0,"clad-audit v0.7 (2026-08-06): v0.6 + registry design reconciliation (metadata registry overrides LLM, like rct)",gpt-5.6-luna,2026-08-06,full,False,full,False,full,False,full,False,full,False,not,False,not,False,not,False,partial,False,not,False,not,False,not,False,full,False,full,False,partial,False,not,False,not,False,partial,False,not,False,partial,False,not,False,not,False,not,False,not,False,not,False,partial,False,na,False,not,False,na,False,partial,False,partial,False,partial,False,partial,False,not,False,not,False,partial,False,False,3,2007,pre,Transplantation proceedings,Elsevier BV,,pafko p|,True,,Elsevier,False,human,True,Induction agent,prevention,True,other,25.0,trial,True,False,0,univariable_only,km_logrank,,,25.0,0.8213558047464875,43.7,1.32
17275508,pdf,secondary,other,other,,False,8.0,minimum follow-up of 4 months,public_nonprofit,unclear,False,True,Extracorporeal photopheresis,treat_clad,unclear,,Extracorporeal photopheresis (ECP),other,functional stabilization in 3 of 5 patients with BOS,,,none,unclear,na,,,,,0,"clad-audit v0.7 (2026-08-06): v0.6 + registry design reconciliation (metadata registry overrides LLM, like rct)",gpt-5.6-luna,2026-08-06,full,False,full,False,not,False,not,False,partial,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,partial,False,partial,False,not,False,not,False,not,False,partial,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,na,False,not,False,na,False,partial,False,partial,False,not,False,partial,False,partial,False,na,False,na,False,False,2,2007,pre,Transplantation proceedings,Elsevier BV,Italy,fietta am|italy,True,,Elsevier,False,human,True,Extracorporeal photopheresis,treatment_established_clad,True,other,6.0,mechanistic_translational,True,False,0,none,none,,,67.0,1.8999830889785587,71.9,3.53
17311089,pdf,exclude,other,other,,False,,,public_nonprofit,unclear,False,True,Pin1 blockade with juglone,prevent_clad,unclear,,Pin1 blockade with juglone,,,,,none,unclear,unclear,,,,,0,"clad-audit v0.7 (2026-08-06): v0.6 + registry design reconciliation (metadata registry overrides LLM, like rct)",gpt-5.6-luna,2026-08-06,not,False,partial,False,not,False,not,False,partial,False,not,False,not,False,not,False,not,False,partial,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,na,False,na,False,na,False,not,False,na,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,na,False,na,False,False,1,2007,pre,PloS one,Public Library of Science (PLoS),United States,malter js|united states,True,,OA,False,animal,False,Other,na,True,other,,mechanistic_translational,True,False,0,none,none,,,38.0,0.7440265804027465,40.5,2.0
17318076,pdf,secondary,retrospective_cohort,retrospective_cohort,,False,75.0,4.25 (0.10–10.13) years,none_stated,no,False,False,Preemptive reduction of immunosuppression guided by EBV-DNA load,prevent_clad,unclear,,Preemptive reduction of immunosuppression guided by EBV-DNA load,,,,,cox_ph,no,no,,3.0,,cmv_events;phenotyping,2,"clad-audit v0.7 (2026-08-06): v0.6 + registry design reconciliation (metadata registry overrides LLM, like rct)",gpt-5.6-luna,2026-08-12,not,False,partial,False,full,False,full,False,full,False,not,False,not,False,not,False,full,False,not,False,not,False,not,False,full,False,full,False,partial,False,not,False,not,False,full,True,not,False,not,False,not,False,not,False,na,False,na,False,na,False,partial,False,na,False,not,False,na,False,partial,False,partial,True,not,False,full,False,not,False,not,False,full,False,False,3,2007,pre,Transplantation,Ovid Technologies (Wolters Kluwer Health),Netherlands,van der bij w|netherlands,True,,WoltersKluwer,False,human,True,Maintenance immunosuppression,prevention,True,prospective_cohort,75.0,clinical_cohort,True,False,3,multivariable,cox_ph,3.0,"Active CMV infection after transplantation;BOS 1,2,3",64.0,1.880644851738971,71.6,3.37
17326196,pdf,exclude,other,other,,False,,,public_nonprofit,unclear,False,False,,na,unclear,,,,,,,none,unclear,unclear,,,,,0,"clad-audit v0.7 (2026-08-06): v0.6 + registry design reconciliation (metadata registry overrides LLM, like rct)",gpt-5.6-luna,2026-08-06,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,na,False,na,False,na,False,na,False,na,False,not,False,na,False,not,False,not,False,not,False,not,False,not,False,na,False,na,False,False,0,2007,pre,Microsurgery,Wiley,United States,pelletier mp|united states,True,,OA,False,animal,False,,na,False,other,,methods_or_review,False,False,0,none,none,,,22.0,0.5424510280145493,31.2,1.16
17347496,pdf,descriptor,retrospective_cohort,retrospective_cohort,,False,111.0,"Median follow-up time was 5.5 years (95% confidence interval, 4.3–7.1 yr), with a range of 0.1 to 11.1 years after onset of BOS.",public_nonprofit,unclear,False,False,,na,unclear,,,,,,,other,unclear,unclear,,,,,0,"clad-audit v0.7 (2026-08-06): v0.6 + registry design reconciliation (metadata registry overrides LLM, like rct)",gpt-5.6-luna,2026-08-12,full,False,full,False,full,False,full,False,full,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,na,False,na,False,not,False,na,False,full,False,partial,False,not,False,partial,False,full,False,na,False,na,False,False,0,2007,pre,American journal of respiratory and critical care medicine,Oxford University Press (OUP),United States,martinez fj|united states,False,,OA,False,human,True,,na,False,other,111.0,clinical_cohort,False,False,0,none,none,,,85.0,2.669677258462356,81.2,4.47
17393239,pdf,secondary,retrospective_cohort,retrospective_cohort,,False,12.0,,none_stated,unclear,False,True,Bilevel positive airway pressure ventilation,prevent_clad,unclear,,Pre-transplant BIPAP use,other,100% survival versus 0% survival,,True,km_logrank,no,no,,,,,0,"clad-audit v0.7 (2026-08-06): v0.6 + registry design reconciliation (metadata registry overrides LLM, like rct)",gpt-5.6-luna,2026-08-06,full,False,partial,False,full,False,full,False,partial,False,partial,False,not,False,not,False,full,False,partial,False,not,False,not,False,not,False,not,False,partial,False,not,False,not,False,partial,False,partial,False,partial,False,partial,False,not,False,na,False,na,False,na,False,na,False,na,False,not,False,not,False,partial,False,partial,False,not,False,partial,False,partial,False,not,False,partial,False,False,3,2007,pre,Lung,Springer Science and Business Media LLC,Israel,modan-moses d|israel,False,,Springer,False,human,True,Behavioural / supportive,prevention,True,retrospective_cohort,12.0,clinical_cohort,True,False,0,univariable_only,km_logrank,,,9.0,0.3250388361113812,19.9,0.47
17413126,pdf,secondary,prospective_cohort,prospective_cohort,,False,36.0,,mixed,unclear,False,False,,na,unclear,,BAL pepsin level,other,,,False,none,no,yes,,5.0,,,0,"clad-audit v0.7 (2026-08-06): v0.6 + registry design reconciliation (metadata registry overrides LLM, like rct)",gpt-5.6-luna,2026-08-12,not,False,partial,False,not,False,not,False,partial,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,full,False,full,False,not,False,not,False,not,False,not,False,partial,False,partial,False,not,False,not,False,not,False,not,False,not,False,na,False,not,False,na,False,partial,False,partial,False,not,False,partial,False,not,False,na,False,na,False,False,2,2007,pre,American journal of respiratory and critical care medicine,Oxford University Press (OUP),United Kingdom,ward c|united kingdom,False,,Other-paywall,False,human,True,,na,False,cross_sectional,57.0,mechanistic_translational,False,False,0,none,none,,,131.0,4.323672729902381,90.4,6.89
17449415,pdf,secondary,retrospective_cohort,retrospective_cohort,,False,291.0,median 3.2 years (range 1 to 6 years),none_stated,unclear,False,False,,na,unclear,,HCV status,other,,,False,km_logrank,unclear,unclear,1.0,,,,0,"clad-audit v0.7 (2026-08-06): v0.6 + registry design reconciliation (metadata registry overrides LLM, like rct)",gpt-5.6-luna,2026-08-12,partial,False,full,False,full,False,full,False,full,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,full,False,partial,False,partial,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,partial,False,na,False,not,False,na,False,full,False,partial,False,not,False,full,False,full,False,not,False,partial,False,False,2,2007,pre,The Journal of heart and lung transplantation : the official publication of the International Society for Heart Transplantation,Elsevier BV,United States,budev m|united states,False,,Elsevier,False,human,True,,na,False,retrospective_cohort,465.0,clinical_cohort,False,False,0,none,none,,,20.0,0.5230046534668166,30.3,1.05
17449425,pdf,secondary,other,other,,False,17.0,,none_stated,unclear,False,False,,na,unclear,,uncontrolled non-heart-beating donor lung transplantation,,,,,km_logrank,unclear,unclear,,,,,0,"clad-audit v0.7 (2026-08-06): v0.6 + registry design reconciliation (metadata registry overrides LLM, like rct)",gpt-5.6-luna,2026-08-12,full,False,full,False,full,False,not,False,partial,False,partial,False,not,False,not,False,not,False,not,False,not,False,not,False,full,False,full,False,full,False,not,False,full,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,not,False,na,False,not,False,na,False,partial,False,partial,False,not,False,partial,False,partial,False,not,False,not,False,False,2,2007,pre,The Journal of heart and lung transplantation : the official publication of the International Society for Heart Transplantation,Elsevier BV,Spain,varela a|spain,False,,Elsevier,False,human,True,,na,False,retrospective_cohort,17.0,clinical_cohort,False,False,0,none,none,,,127.0,3.868050161092543,88.7,6.68
